Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,Citation,Created in,Documentation,Example,File extension,has format,has function,has identifier,has input,has output,has topic,Hide in subset,http://data.bioontology.org/metadata/prefixIRI,http://edamontology.org/next_id,http://edamontology.org/noClue,http://purl.obolibrary.org/obo/date,http://purl.obolibrary.org/obo/default-relationship-id-prefix,http://purl.obolibrary.org/obo/edam#data,http://purl.obolibrary.org/obo/edam#edam,http://purl.obolibrary.org/obo/edam#events,http://purl.obolibrary.org/obo/edam#formats,http://purl.obolibrary.org/obo/edam#identifiers,http://purl.obolibrary.org/obo/edam#obsolete,http://purl.obolibrary.org/obo/edam#operations,http://purl.obolibrary.org/obo/edam#topics,http://purl.obolibrary.org/obo/idspace,http://purl.obolibrary.org/obo/is_anti_symmetric,http://purl.obolibrary.org/obo/is_metadata_tag,http://purl.obolibrary.org/obo/is_reflexive,http://purl.obolibrary.org/obo/is_symmetric,http://purl.obolibrary.org/obo/namespace,http://purl.obolibrary.org/obo/remark,http://purl.obolibrary.org/obo/transitive_over,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/title,http://usefulinc.com/ns/doap#Version,http://www.geneontology.org/formats/oboInOwl#consider,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSubset,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.geneontology.org/formats/oboInOwl#isCyclic,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#savedBy,http://www.geneontology.org/formats/oboInOwl#SubsetProperty,http://xmlns.com/foaf/0.1/page,is format of,is function of,is identifier of,is input of,is output of,is topic of,isdebtag,Media type,Obsolete since,Regular expression,Related term
http://edamontology.org/data__R7Xr4YLUfGpHoI3FnAzgMnA,Spatial properties,,,FALSE,,,http://edamontology.org/data__R80aNLt4YY02ByptWQa2yrY,,,,,,,,,,,,,data__R7Xr4YLUfGpHoI3FnAzgMnA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__R80aNLt4YY02ByptWQa2yrY,Image characteristics,Image metadata,,FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,data__R80aNLt4YY02ByptWQa2yrY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image metadata,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__R9P4sScuriz9yN8l827hrLo,Object velocity,Object speed,,FALSE,,,http://edamontology.org/data__Rj7rpnkJ6SPPwWkQ4x3Wik,,,,,,,,,,,,,data__R9P4sScuriz9yN8l827hrLo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object speed,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__R9yc0jq1eJBgmvEQwMcRSUS,Spatial image resolution,,,FALSE,,,http://edamontology.org/data__R7Xr4YLUfGpHoI3FnAzgMnA,,,,,,,,,,,,,data__R9yc0jq1eJBgmvEQwMcRSUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RCDMkOl5gzD23OFsPf6vr4a,Spectral properties,,,FALSE,,,http://edamontology.org/data__R80aNLt4YY02ByptWQa2yrY,,,,,,,,,,,,,data__RCDMkOl5gzD23OFsPf6vr4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RCjZhkavxxifpvdNiasVVCc,Radiometric properties,,,FALSE,,,http://edamontology.org/data__R80aNLt4YY02ByptWQa2yrY,,,,,,,,,,,,,data__RCjZhkavxxifpvdNiasVVCc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RCMgLYJyn9WJyCc3bA23xT1,Image time series,Time-series image|Movie|Time-lapse image|Video sequence,,FALSE,,,http://edamontology.org/data_Image|http://edamontology.org/data_Time-lapse_data,,,,,,,,,,,,,data__RCMgLYJyn9WJyCc3bA23xT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time-series image,Movie|Time-lapse image|Video sequence,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RCOwaNKaK3gFcUhkjBq7aor,Image data,Image,"So far consensus: Primary term Image data, exact synonym Image, meaning image or a set of (related) images (forming e.g. a stack or a time-lapse). No synonyms for stacks and ""movies"", these should be specialised concepts.",FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,data__RCOwaNKaK3gFcUhkjBq7aor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RCRp3XI62rYeU9aZHw4yBvj,Region properties,,,FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,data__RCRp3XI62rYeU9aZHw4yBvj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RDcwcMJia2DgGNXx2JKa8Oc,Image bit depth,,,FALSE,,,http://edamontology.org/data_Image_geometry,,,,,,,,,,,,,data__RDcwcMJia2DgGNXx2JKa8Oc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RDLZjniM2p9bxNi1Md2Vqv3,Spectral image resolution,,,FALSE,,,http://edamontology.org/data__RCDMkOl5gzD23OFsPf6vr4a,,,,,,,,,,,,,data__RDLZjniM2p9bxNi1Md2Vqv3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RDr5D5pOVdnB8hASL1LG8HH,Image radiometric noise,,,FALSE,,,http://edamontology.org/data__RCjZhkavxxifpvdNiasVVCc,,,,,,,,,,,,,data__RDr5D5pOVdnB8hASL1LG8HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RDz7WLs6GBWl7rPjqfjKBT0,Region texture,,,FALSE,,,http://edamontology.org/data__RCRp3XI62rYeU9aZHw4yBvj,,,,,,,,,,,,,data__RDz7WLs6GBWl7rPjqfjKBT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__Rj7rpnkJ6SPPwWkQ4x3Wik,Object characteristics,Object data|Object feature|Object measurement,,FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,data__Rj7rpnkJ6SPPwWkQ4x3Wik,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object data,,,Object feature,Object measurement,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data__RPhipiN98zgq3wqXj4ESkT,Object shape,,,FALSE,,,http://edamontology.org/data__Rj7rpnkJ6SPPwWkQ4x3Wik,,,,,,,,,,,,,data__RPhipiN98zgq3wqXj4ESkT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_0006,Data,Data record|Data set|Datum,"Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,beta12orEarlier,,,,,,,,,,,data_0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.",Data record,Data set|Datum,,,navigation|http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data|http://purl.obolibrary.org/obo/edam#bioimaging,,,,,,,,,,,,,,,,
http://edamontology.org/data_1D_dataset,1D image,,,FALSE,,,http://edamontology.org/data_Image_geometry,,,,,,,,,,,,,data_1D_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_2D_dataset,2D image,,"A (2D) image is the optical counterpart of an object produced by an optical or an electronic device.

A (2D) digital image is a representation of a real (2D) image in a form of a 2D array, or matrix, containing numbers that can be stored and handled by a digital computer.|wikipedia has a poor definition of an image|For each pixel, the imaging device records a number, or a small set of numbers, that describe some property of this pixel, such as its brightness (the intensity of the light) or its color. 
Numbers in a matrix are responses from a sensor measured at a set of sampling points, arranged into rows and columns. Digital image is a union of pixels - picture elements - assigned to sampling points. Pixels are typically square regions centered at a sampling point.",FALSE,,,http://edamontology.org/data_Image_geometry|http://edamontology.org/data_Image,,,,,,,,,,,,,data_2D_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A (2D) image is the optical counterpart of an object produced by an optical or an electronic device.

A (2D) digital image is a representation of a real (2D) image in a form of a 2D array, or matrix, containing numbers that can be stored and handled by a digital computer.",,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_3D_dataset,3D image,Image stack,,FALSE,,,http://edamontology.org/data_Image_geometry|http://edamontology.org/data_Image,,,,,,,,,,,,,data_3D_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image stack,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_4D_dataset,nD image,,,FALSE,,,http://edamontology.org/data_Image_geometry,,,,,,,,,,,,,data_4D_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Colour,Colour,rgb|channel,,FALSE,,,http://edamontology.org/data__RCDMkOl5gzD23OFsPf6vr4a,,,,,,,,,,,,,data_Colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rgb|channel,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Greyscale,Greyscale,,,FALSE,,,http://edamontology.org/data__RCDMkOl5gzD23OFsPf6vr4a,,,,,,,,,,,,,data_Greyscale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Image,Image,Image data|Image set|Raster image|Set of images|Pixel-based image|Voxel-based image|Digital image,,FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,data_Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image data,Image set|Raster image|Set of images|Pixel-based image|Voxel-based image|Digital image,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Image_geometry,Image data properties,,,FALSE,,,http://edamontology.org/data__R80aNLt4YY02ByptWQa2yrY,,,,,,,,,,,,,data_Image_geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Image_histogram,Image histogram,,,FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,data_Image_histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Intensity,Intensity,,,FALSE,,,http://edamontology.org/data__RCjZhkavxxifpvdNiasVVCc,,,,,,,,,,,,,data_Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Time,Time,,,FALSE,,,http://edamontology.org/data__R7sy3JByrUsyKaGNYQ1eSQF,,,,,,,,,,,,,data_Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Time-lapse_data,Time-lapse data,,,FALSE,,,http://edamontology.org/data__R7sy3JByrUsyKaGNYQ1eSQF,,,,,,,,,,,,,data_Time-lapse_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Trajectory,Object trajectory,,,FALSE,,,http://edamontology.org/data__Rj7rpnkJ6SPPwWkQ4x3Wik,,,,,,,,,,,,,data_Trajectory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/data_Volume,Volume,,,FALSE,,,http://edamontology.org/data__R7Xr4YLUfGpHoI3FnAzgMnA,,,,,,,,,,,,,data_Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|data|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_1915,Format,Data model|File format,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,,,,,,,,,,,format_1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data model,,,,File format,,,navigation|bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_avi,avi,.avi,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_avi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.avi,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_Binary_format,Binary format,,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_Binary_format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_csv,csv,,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_dat,dat,.dat,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_dat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.dat,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_hdf5,hdf5,h5,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_hdf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h5,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_hdr,hdr,.hdr,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_hdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.hdr,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_img,img,.img,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_img,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.img,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_ims,ims,.ims,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_ims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.ims,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_ism,ism,,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_ism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_jpg,jpg,.jpg,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.jpg,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_mpeg,mpeg,,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_mpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_raw,raw,.raw,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.raw,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_roi,Region of interest,ROI,"Resolving the discussion on ""object vs region vs region of interest"", after adding Wiki def. Object is a region, but region can be more than an object.",FALSE,,,http://edamontology.org/data_0006,,,,,,,,,,,,,format_roi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROI,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_scn,scn,.scn,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_scn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.scn,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_sm2,sm2,.sm2,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_sm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.sm2,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_sm3,sm3,.sm3,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_sm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.sm3,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_stk,stk,.stk,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_stk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.stk,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_tif,tif,,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_tiff,tiff,.tiff,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.tiff,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_txt,txt,.txt,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.txt,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_vsi,vsi,.vsi,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_vsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.vsi,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/format_xml,xml,.xml,,FALSE,,,http://edamontology.org/format_1915,,,,,,,,,,,,,format_xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xml,,,,bioimaging|formats|edam,,,,,,,,,,,,,,,,
http://edamontology.org/operation_____Cell_lineage_extraction,Cell lineage extraction,,,FALSE,,,http://edamontology.org/operation_Image_tracking,,,,,,,,,,,,,operation_____Cell_lineage_extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation_____Connected-component_analysis,Connected-component analysis,Instance segmentation,,FALSE,,,http://edamontology.org/operation_Image_segmentation,,,,,,,,,,,,,operation_____Connected-component_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instance segmentation
http://edamontology.org/operation_____Frequency_domain,Frequency-domain transformation,Transformation into frequency domain|Fast Fourier transform|Wavelet transform|FFT,"Transformation into frequency domain is applicable within signal processing in general, not only within image processing.|Frequency domain analysis (or spectral density estimation), is the process of decomposing a complex signal into simpler parts. Many physical processes are best described as a sum of many individual frequency components. Any process that quantifies the various amounts (e.g. amplitudes, powers, intensities, or phases), versus frequency can be called spectrum analysis.

The Fourier transform of a function produces its frequency spectrum by decomposing the function into its sine and cosine components.

Whereas  the standard Fourier transform is only localized in frequency, wavelets are localized in both time and frequency. Wavelets are handcrafted to correlate with particular frequencies in a signal; a set of wavelets is usually used for a complete analysis.",FALSE,,,http://edamontology.org/operation_Image_processing,,,,,,,,,,,,,operation_____Frequency_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation into frequency domain,,Fast Fourier transform|Wavelet transform,,operations|bioimaging|edam,,,,,,,,,,,,,,,,FFT
http://edamontology.org/operation_____Image_fusion,Image fusion,,"Image fusion is the process of gathering all the important information from multiple images, and their inclusion into fewer images, usually a single one.",FALSE,,,http://edamontology.org/operation_Image_processing,,,,,,,,,,,,,operation_____Image_fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Image fusion is the process of gathering all the important information from multiple images, and their inclusion into fewer images, usually a single one.",,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation_____Intensity-based_registration,Intensity-based registration,Area-based registration,,FALSE,,,http://edamontology.org/operation_Image_registration,,,,,,,,,,,,,operation_____Intensity-based_registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Area-based registration,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation_____Overlap_analysis,Overlap analysis,Overlap quantification|Intersection analysis|Jaccard index|Sørensen-Dice coefficient,,FALSE,,,http://edamontology.org/operation_Image_segmentation|http://edamontology.org/operation_Feature_extraction,,,,,,,,,,,,,operation_____Overlap_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overlap quantification|Intersection analysis,,,,,,,,,,,,,,,,,,,,Jaccard index|Sørensen-Dice coefficient
http://edamontology.org/operation_____Ridge_detection,Ridge detection,,,FALSE,,,http://edamontology.org/operation_Object_detection,,,,,,,,,,,,,operation_____Ridge_detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://edamontology.org/operation_____Superpixel_extraction,Superpixel extraction,Supervoxel extraction|Super-pixel extraction|Super-voxel extraction,,FALSE,,,http://edamontology.org/operation_Image_segmentation,,,,,,,,,,,,,operation_____Superpixel_extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supervoxel extraction|Super-pixel extraction|Super-voxel extraction,,,,,,,,,,,,,,,,,,,,
